sale_id,sale_date,product_id,product_name,quantity,unit_price,unit_cost,customer_id
V-00799,2026-07-14,P-001,Producto rentable,8,180,95,C-08
V-00800,2026-07-14,P-003,Producto con margen bajo,8,105,100,C-09
V-00801,2026-07-14,P-004,Producto por agotarse,22,160,105,C-10
V-00802,2026-07-15,P-001,Producto rentable,8,180,95,C-11
V-00803,2026-07-15,P-002,Producto sobreabastecido,2,250,170,C-12
V-00804,2026-07-15,P-003,Producto con margen bajo,7,105,100,C-13
V-00805,2026-07-15,P-004,Producto por agotarse,13,160,105,C-14
V-00806,2026-07-16,P-001,Producto rentable,9,180,95,C-15
V-00807,2026-07-16,P-003,Producto con margen bajo,7,105,100,C-16
V-00808,2026-07-16,P-004,Producto por agotarse,14,160,105,C-17
V-00809,2026-07-17,P-001,Producto rentable,11,180,95,C-18
V-00810,2026-07-17,P-003,Producto con margen bajo,9,105,100,C-01
V-00811,2026-07-17,P-004,Producto por agotarse,16,160,105,C-02
V-00812,2026-07-18,P-001,Producto rentable,6,180,95,C-03
V-00813,2026-07-18,P-003,Producto con margen bajo,5,105,100,C-04
V-00814,2026-07-18,P-004,Producto por agotarse,14,160,105,C-05
V-00815,2026-07-19,P-001,Producto rentable,5,180,95,C-06
V-00816,2026-07-19,P-003,Producto con margen bajo,4,105,100,C-07
V-00817,2026-07-19,P-004,Producto por agotarse,12,160,105,C-08
V-00818,2026-07-20,P-001,Producto rentable,14,180,95,C-09
V-00819,2026-07-20,P-003,Producto con margen bajo,8,105,100,C-10
V-00820,2026-07-20,P-004,Producto por agotarse,11,160,105,C-11
V-00821,2026-07-21,P-001,Producto rentable,8,180,95,C-12
V-00822,2026-07-21,P-003,Producto con margen bajo,8,105,100,C-13
V-00823,2026-07-21,P-004,Producto por agotarse,12,160,105,C-14
V-00824,2026-07-22,P-001,Producto rentable,8,180,95,C-15
V-00825,2026-07-22,P-003,Producto con margen bajo,7,105,100,C-16
V-00826,2026-07-22,P-004,Producto por agotarse,13,160,105,C-17
V-00827,2026-07-23,P-001,Producto rentable,9,180,95,C-18
V-00828,2026-07-23,P-002,Producto sobreabastecido,1,250,170,C-01
V-00829,2026-07-23,P-003,Producto con margen bajo,7,105,100,C-02
V-00830,2026-07-23,P-004,Producto por agotarse,14,160,105,C-03
V-00831,2026-07-24,P-001,Producto rentable,11,180,95,C-04
V-00832,2026-07-24,P-003,Producto con margen bajo,9,105,100,C-05
V-00833,2026-07-24,P-004,Producto por agotarse,16,160,105,C-06
V-00834,2026-07-25,P-001,Producto rentable,6,180,95,C-07
V-00835,2026-07-25,P-003,Producto con margen bajo,7,105,100,C-08
V-00836,2026-07-25,P-004,Producto por agotarse,14,160,105,C-09
V-00837,2026-07-26,P-001,Producto rentable,5,180,95,C-10
V-00838,2026-07-26,P-003,Producto con margen bajo,4,105,100,C-11
V-00839,2026-07-26,P-004,Producto por agotarse,12,160,105,C-12
V-00840,2026-07-27,P-001,Producto rentable,7,180,95,C-13
V-00841,2026-07-27,P-003,Producto con margen bajo,8,105,100,C-14
V-00842,2026-07-27,P-004,Producto por agotarse,11,160,105,C-15
V-00843,2026-07-28,P-001,Producto rentable,8,180,95,C-16
V-00844,2026-07-28,P-003,Producto con margen bajo,8,105,100,C-17
V-00845,2026-07-28,P-004,Producto por agotarse,12,160,105,C-18
V-00846,2026-07-29,P-001,Producto rentable,8,180,95,C-01
V-00847,2026-07-29,P-003,Producto con margen bajo,7,105,100,C-02
V-00848,2026-07-29,P-004,Producto por agotarse,13,160,105,C-03
V-00849,2026-07-30,P-001,Producto rentable,9,180,95,C-04
V-00850,2026-07-30,P-003,Producto con margen bajo,7,105,100,C-05
V-00851,2026-07-30,P-004,Producto por agotarse,14,160,105,C-06
V-00852,2026-07-31,P-001,Producto rentable,11,180,95,C-07
V-00853,2026-07-31,P-003,Producto con margen bajo,9,105,100,C-08
V-00854,2026-07-31,P-004,Producto por agotarse,16,160,105,C-09
